5jVp8N7xgEUZ55qY39wAxH,Erotic Short Stories I,0LyfQWJT6nXafLPZqxe9Of,Saland Publishing,"{""English""}","{""US""}"
45sXGKufWTdb6OKthZogRQ,AUDIOBOOK,3luuQQRuSBuDNnrkYvatnk,Psychic Hotline,"{""English""}","{""US""}"
5rG24HHeOtptSnwm2dFd98,Captain Underpants and the Wrath of the Wicked Wedgie Woman [Captain Underpants 5 (Unabridged)],3ftN8nO5MIeLwrkAympIWv,Scholastic Audio,"{""English""}","{""US""}"
78guAsers0klWl6RwzgDLd,Audioslave,2ziB7fzrXBoh1HUPS6sVFn,Epic/Interscope,"{""English""}","{""US""}"
2hYIbJ5dWo9xlFm2VF9SS7,Audiobook,4QNqXfa129rAppgBSQY4bq,Geminelle,"{""English""}","{""US""}"
0cY6Qe1xDVs9TdFZZQ99eS,Moon Rising [Wings of Fire 6 (Unabridged)],1yYOdNoOE03lCh6qo472CK,Scholastic Audio,"{""English""}","{""US""}"
7AcfFzrhM01PMMCZDrpWoA,Clumsy Hans and other fairy tales by Hans Christian Andersens,265dL01J7GmZr7b4NCX0rC,Audiobooks for Children,"{""English""}","{""US""}"
28riGN2uHywpxz5UbPN9bc,The Lost Continent [Wings of Fire 11 (Unabridged)],1yYOdNoOE03lCh6qo472CK,Scholastic Audio,"{""English""}","{""US""}"
3IO9AF3OdJZvMjPf7wx2tW,"Rich Dad, Poor Dad, Vol. 1",4kquvjidM5JRC4pL1lf4kP,Robert T. Kiyosaki,"{""English""}","{""US""}"
62hcacfNHwusyukLEWGFDP,Running from the Blows,4ETMsetpRLU7tdXcuM0jzW,Lolipop Records,"{""English""}","{""US""}"
0i3Bou8IZ8Zgf8hIYSxaqk,Audiobook,7IfIvQt7HkBJpKBoq69zJW,Desy,"{""English""}","{""US""}"
26AW8137x0napl2tup8bco,Now! (in a minute),1YvLqwm8xl6ENUT3KK6XMj,Heavenly Recordings,"{""English""}","{""US""}"
7BySFMEKZiV4IP5sCPCbDu,Audio,7zHhscQ9kdR9fNGAffWz6z,Virgin Records,"{""English""}","{""US""}"
4NAbyzsGigWoAm5X1hWW7o,AudioBook,0e5ALSAXGCmB8cer3wHfcF,5325170 Records DK,"{""English""}","{""US""}"
7j5I1wU44zyIBOpLpmCNdO,Short Stories For Children Audiobook,4LSm60HKKLVKjECxVOT44W,Prism Leisure Ltd,"{""English""}","{""US""}"
5IcykHtpwo6ZZZYe4fqI0S,"The False Prince [Ascendance Trilogy, Book 1 (Unabridged)]",1z62AwMt4AQKg9HoxgGgbV,Scholastic Audio,"{""English""}","{""US""}"
2z92O1w8bMZzlwJon4xm7c,Audiobook,3XIkIY3dMwQuigJ25T9TP2,Jaiye Urban,"{""English""}","{""US""}"
0CAEuM3pNrTwDLGZqEhNHh,Pride and Prejudice (Unabridged Audiobook),3m2A3FeOy9jUUqeZutA0pe,Elliott Bay Audio Books,"{""English""}","{""US""}"
12L9zOOEJnZZFqIa6g8tz5,"The Dream Thieves [The Raven Cycle, Book 2 (Unabridged)]",5HQCjB5Ij2yhUo141Ih1s7,Scholastic Audio,"{""English""}","{""US""}"
6zhaFtphPn01cWXy60WKHI,Audiobook,17AqIWNgsb6FXs8mGkHNu3,Flow Productions,"{""English""}","{""US""}"
1VOb0OiCghjUcmk0Hv7bDW,Astro Tough,1YvLqwm8xl6ENUT3KK6XMj,Heavenly Recordings,"{""English""}","{""US""}"
6Gcvlj6eQHvDSpU9nMM3M2,Blush,5p3he9DObPlyFw4iwatApa,K.C Brown,"{""English""}","{""US""}"
5o6TqpDnEuhO7pOXGMFGxY,Sleeping Beauty,4PiPCef8wM0O4QK1dz02v0,Storytime Records,"{""English""}","{""US""}"
585HVa5sDAKHiQsVgIYayV,"The Raven Boys [The Raven Cycle, Book 1 (Unabridged)]",5HQCjB5Ij2yhUo141Ih1s7,Scholastic Audio,"{""English""}","{""US""}"
4zSvTMlusY4hXxUw77QfV1,The Frog Prince,4IlROX5ZbH2wV3mM2KVQ4S,Storytime Records,"{""English""}","{""US""}"
6djxMkLPDJdk3N1bIExPNV,True To Yourself,1YYXyn4etM5oe9RnJe3Mvg,Blind Pig Records,"{""English""}","{""US""}"
2DvuUkWPebUBawqFCoY2mV,"Red Tara: The Concise Practice and Commentary, 2CD audiobook",2vl54o3uaEiOGM6OXpBW8V,Dakini Music,"{""English""}","{""US""}"
5uD1QSgFcEmHhftsX72sR3,Amuleto,1j6QvnMDi9cVLTZLDcAYfp,Casa Bonita,"{""English""}","{""US""}"
631Y1cjVKBy99tn0eUdLpp,"Rich Dad, Poor Dad, Vol. 2",4kquvjidM5JRC4pL1lf4kP,Robert Kyiosaki,"{""English""}","{""US""}"
5qAM5T1dtZgsbjRJeknBiB,Reasons,5eVoGHjBlD2E3OWOyAtPS4,Cybervision Emtertainment,"{""English""}","{""US""}"
1tY6BJ7s6Hx7PnQaSbCKpE,Audiobooks (Ungekürzt),6hqAwhkcucpk6GZW7OLwHK,Bookstream Audiobooks,"{""English""}","{""US""}"
7C9W4KFbKlfN0AViSmr4Dv,"Sink or Swim [Whatever After, Book 3 (Unabridged)]",1ssflsrG30A9iV5OhG8ctS,Scholastic Audio,"{""English""}","{""US""}"
4Gg3e4bIkMvycVRVmAceRO,Audiobook o Mundo Mágico das Fábulas,7kjPJBXZADaxAyaXdBuhFl,Public Play,"{""English""}","{""US""}"
6QIJzEby71ki5kbjfa2AhK,Audio Diary,5uh0sOdYjYSqXqSQqLA5cT,Casper Mcfadden,"{""English""}","{""US""}"
2w01DkT7PCmDSfw3MXvzMk,Audiobook Bible King James Version: Numbers,1vFUd3tlFkPVX6hYGydaL3,Christian Records,"{""English""}","{""US""}"
51g5viCaYjOW5XO4qX1RCD,"Storytime Classics, Vol. 1",4xWMewm6CYMstu0sPgd9jJ,Eaton Media Group,"{""English""}","{""US""}"
78wS2imzKzURZDFTqWq4BX,"Blue Lily, Lily Blue [The Raven Cycle, Book 3 (Unabridged)]",5HQCjB5Ij2yhUo141Ih1s7,Scholastic Audio,"{""English""}","{""US""}"
7k5S3uH4yF2ZfegovsIKlp,The audiobook reincarnation,2XsdZSk7L0w8h4XPnkEPzF,6050268 Records DK,"{""English""}","{""US""}"
1zDHm7iQpo5QheOiSyKWrI,Alma Oscura,32l2cWGDfGIqFPxUAogD5l,Brontosaurus Records,"{""English""}","{""US""}"
6M9qtlnc6FxZ5rfR137eM3,Audiobooks for Whales,1Z16kzyhZAsOzA9pIQQm00,Cosi,"{""English""}","{""US""}"
5APbyhRlRuU2K9gX9brfI7,"Once Upon a Frog [Whatever After, Book 8 (Unabridged)]",1ssflsrG30A9iV5OhG8ctS,Scholastic Audio,"{""English""}","{""US""}"
2h8NYyLDEZ5OL8MyJXWgh1,Audiobook Archive Mysteries,0MhdyczJ1QbqrPAkG7rIAz,Tatan Arif Budiman,"{""English""}","{""US""}"
1bQ9D3Vvx6EnKKb4aZ8WfO,"The Bluebird, the Mystic and the Fool",17wNBDPLkNYdnmAKwiwbih,Joseph Tawadros,"{""English""}","{""US""}"
3IcFLpeWUTyyBcIhk1us6G,Prisoner B-3087 (Unabridged),4wEO31gJDgv8yBBPRQLHuP,Scholastic Audio,"{""English""}","{""US""}"
0F2bX45w3zRhi5GNLmUoLt,Audiobook BodyMind Connection,4pa9r05W0vQ8lQ52ZCJDy2,Man of No Ego,"{""English""}","{""US""}"
6T56UICNqTSXaZQZuV59eX,Gabriel Kansas,3cafXZGy8lVX2LJt7wdKVd,Hunter G K Thompson,"{""English""}","{""US""}"
0eMMFPRWEyNmNOdeW0Gnmr,Audiobook z moimi myślami,6lDMnnTEK1yYuJYe1s6Hrm,T-Rip,"{""English""}","{""US""}"
2BNye1Dq6NbH8hR0m8IiJI,Flipturn on Audiotree Live,7FKTg75ADVMZgY3P9ZMRtH,Audiotree Music,"{""English""}","{""US""}"
2zGpowjCYdmYTJ49Jiudls,Audiobook - Ela Original,76LzYkkoXtyuPLHgaFJYPN,Ela Original,"{""English""}","{""US""}"
2Jkek1Gct68q365ZkqSw1S,Wild Born [Spirit Animals 1 (Unabridged)],75z2OnaFQLouUxJjoIxSit,Scholastic Audio,"{""English""}","{""US""}"
6FEuWdc1T3gVzlIZ40Kvhy,Abigail Lapell on Audiotree Live,6HyT9nfsNKEtu76UKQBD5g,Audiotree Music,"{""English""}","{""US""}"
0iAJllz9RTaWpRALXn8Pv2,Audiobook - audiolivro [da produção à comercialização (Integral)],3nXfke4LZGEEPxSYhiAb5a,Livro Falante,"{""English""}","{""US""}"
0EwZVVTp2ICixy75t9JQp5,"If the Shoe Fits [Whatever After, Book 2 (Unabridged)]",1ssflsrG30A9iV5OhG8ctS,Scholastic Audio,"{""English""}","{""US""}"
0OszKSiBAjoKgxQFe3JhvW,"Audiobook ""Jezus naszym przeznaczeniem"" Wilhelm Busch",6RNBf8tXuGsecRnvGhKAxy,3164169 Records DK,"{""English""}","{""US""}"
0i2KdHsEgZCPgNTC6ujrLz,"The Raven King [The Raven Cycle, Book 4 (Unabridged)]",5HQCjB5Ij2yhUo141Ih1s7,Scholastic Audio,"{""English""}","{""US""}"
2jR2bKex1iPraSwhV1rgj3,True Stories,5Ei1weXWr0AIdVjtDJ1JwH,Island Sound Works,"{""English""}","{""US""}"
1RIPiX2lCNlAOxSKfASsXu,The audiobook project,2XsdZSk7L0w8h4XPnkEPzF,6050268 Records DK,"{""English""}","{""US""}"
1U7rVvQdocCu5gnn0u51ak,"Predator's Gold [Mortal Engines, Book 2 (Unabridged)]",71FROC31sr9kUKaraTg7xq,Scholastic Audio,"{""English""}","{""US""}"
0ng1m2AAwZCvbXOaiERfdL,Audiobook Love and Intuition,4pa9r05W0vQ8lQ52ZCJDy2,Man of No Ego,"{""English""}","{""US""}"
4lICuLCjyvCAF6fylwaN37,Grecian Urn,4ETMsetpRLU7tdXcuM0jzW,Taxi Gauche Records,"{""English""}","{""US""}"
4v6a8IuiIET9M8Zzo40vlg,AudioBook 1,4hNmwf91a3NmviwCUYRzhA,Soundscapes Unlimted,"{""English""}","{""US""}"
1tuJ4Wu9b5BvY2fZQtxKDy,Jennette McCurdy,3AoFRPmkjP1WTi2Zu7gbZV,Capitol Nashville,"{""English""}","{""US""}"
1uzehoLFzXKbGgE0qz5B3D,"Audiobooks, Vol. 1",0kYJKqZk5I4KTIF6ugRU0T,4th Quarter Entertainment,"{""English""}","{""US""}"
7126fQDK05ASTGMKc4zKYW,"Audiobook Of The Delusionist Voicemail Edition, Vol. 1 (2)",74KXWBUPiSMVPk9yySE7FG,Aquarium Music,"{""English""}","{""US""}"
0meNqWwRd0XDGn5PWP6OJS,"Bad Hair Day [Whatever After, Book 5 (Unabridged)]",1ssflsrG30A9iV5OhG8ctS,Scholastic Audio,"{""English""}","{""US""}"
0qb96PiB9I0bZed1H9MALR,Audiobook Bible King James Version: Leviticus,1vFUd3tlFkPVX6hYGydaL3,Christian Records,"{""English""}","{""US""}"
0dhuwcLFm5qNh86TanfKJf,Audiobook Bible King James Version: Genesis,1vFUd3tlFkPVX6hYGydaL3,Christian Records,"{""English""}","{""US""}"
6C1jO7hOgN5Twrw9XjlhOd,The Last Cowboy - His Journey,3D2wkaXTCdkvffNbWZM01R,Cimarron Sounds,"{""English""}","{""US""}"
4iAmvOImvki4ap2pfl6rhj,Alice's Adventures in Wonderland - Lewis Carroll,0AGYqur7KNfaJwyzMvIuRz,DBS Audiobooks,"{""English""}","{""US""}"
5nbfiMk9S2jVyx88robVGF,Elmwood Park: A Slightly Melodic Audiobook,7azO8ieqy1sOm6LkfHtH9w,Cafe Rooster Records,"{""English""}","{""US""}"
13aXeYhBO4pTLsKPkM8hze,Clifford's Good Deeds (Unabridged),65jPNbAL1TNmmkUGUePGPC,Scholastic Audio,"{""English""}","{""US""}"
2ygdzvUTpQMqtnzHnns1dM,Dracula,7AAhp99Ycjvb5SIKFHoVIl,Lauscher Audiobooks,"{""English""}","{""US""}"
60KPet91H95ifNNE8ALstZ,Brother Bear (Storyteller),7fh471RcOPljEQFmUeWAA3,Walt Disney Records,"{""English""}","{""US""}"
7HWbjyOhfzagGFLx5V5TZR,Pride and Prejudice - Jane Austen,0AGYqur7KNfaJwyzMvIuRz,DBS Audiobooks,"{""English""}","{""US""}"
3zR9a23IwICdyjFTCKuOjn,"Storm Raiders [Storms of Magic, Book 1 (Unabridged)]",1xy3eGSB05BdpyVD8dYfah,LMBPN Publishing,"{""English""}","{""US""}"
4o0s9is1WhIqnNFzWpkCc8,The Secret Garden - Frances Hodgson Burnett,0AGYqur7KNfaJwyzMvIuRz,DBS Audiobooks,"{""English""}","{""US""}"
06RJ37hz84eFRWED6R8c2R,The Count of Monte Cristo (Unabridged),6iZfAKkGaPDqFE6ocJOMjB,Bookstream Audiobooks,"{""English""}","{""US""}"
3tUGiH74wjE7XaoHiNtqsr,A Scandal in Bohemia (Sherlock Holmes),71U1Zm71N7v9TRVXhPVrtg,Ignatius Audiobooks,"{""English""}","{""US""}"
462dHUs0Xl5H4v1057d2mO,Moon Mist,7sBx432MZn1MzHeYHAA5qr,Blau Records,"{""English""}","{""US""}"
4fMvO4KBZ4bXNcIrDEIc9w,Humourous Short Stories Audiobook,4LSm60HKKLVKjECxVOT44W,Prism Leisure Ltd,"{""English""}","{""US""}"
5fzRGCyEGV7TBb5eAQ9Sbh,"The Shadow Throne [Ascendance Trilogy, Book 3 (Unabridged)]",1z62AwMt4AQKg9HoxgGgbV,Scholastic Audio,"{""English""}","{""US""}"
11nEcPeGnwcdZsiKx1v1Js,And Yet Another Audiobook,63JXuvboeORZFlNVoivVLT,Mushroom Keep Records,"{""English""}","{""US""}"
7jIU21tYdaP1v6Imj8Wjhc,"Fetch [Five Nights at Freddys Fazbear Frights, Book 2 (Unabridged)]",2Xjmx8dJU31ME3nQonVgu4,Scholastic Audio,"{""English""}","{""US""}"
4C4Vry9WRP0Ah5AbMJJnti,Short Sci-Fi Stories Audiobook,4LSm60HKKLVKjECxVOT44W,Prism Leisure Ltd,"{""English""}","{""US""}"
5crrK8PiQSSMo2hToXNZPF,Faking It [A Brand New Laugh Out Loud Romantic Comedy for 2021 (Unabridged)],5U6ykvWf4wGT0hY3r4F6rY,Boldwood Books,"{""English""}","{""US""}"
0Nod0XnfF5cSa4jJkaCxHC,The Sea-Wolf,7AAhp99Ycjvb5SIKFHoVIl,Lauscher Audiobooks,"{""English""}","{""US""}"
43ZANygY2clpdyFuiCidHb,"A Darkling Plain [Mortal Engines, Book 4 (Unabridged)]",71FROC31sr9kUKaraTg7xq,Scholastic Audio,"{""English""}","{""US""}"
6ZbwWutHZANbHOYMxK3qKZ,The Case-Book of Sherlock Holmes,71U1Zm71N7v9TRVXhPVrtg,Ignatius Audiobooks,"{""English""}","{""US""}"
7EFEdXERVDDqE5xifKjiuG,"Into the Gauntlet [The 39 Clues, Book 10 (Unabridged)]",3zsttIGNfvKNQat8BsybZ0,Scholastic Audio,"{""English""}","{""US""}"
55J6yDqk8bIUFIibkAAS2A,The Red-Headed League (Sherlock Holmes),71U1Zm71N7v9TRVXhPVrtg,Ignatius Audiobooks,"{""English""}","{""US""}"
6C4eKKvOg6y38lzYsgJZ9f,Lover,3KowkYY3lvvb4Tk342GXQ5,Tree Theater Music,"{""English""}","{""US""}"
6RuUUwHRuGyngzFU2Fa2D3,Full Length Audiobooks: Here's how it works!,1FSWXfsYsosTxjcV9WoLax,Lübbe Audio,"{""English""}","{""US""}"
58Q81ASocn1wnbaebQME9P,Four Tales Of Terror: unabridged,6pcPyOpEwaoP9q7wOjqHx0,Horse's Mouth,"{""English""}","{""US""}"
3ZaMx3z4tP5dMSXKpkmeyJ,The Disappearance of Lady Frances Carfax (Sherlock Holmes),7AAhp99Ycjvb5SIKFHoVIl,Ignatius Audiobooks,"{""English""}","{""US""}"
3AzRHUnkJfxTUnXIhx9E5X,"Infernal Devices [Mortal Engines, Book 3 (Unabridged)]",71FROC31sr9kUKaraTg7xq,Scholastic Audio,"{""English""}","{""US""}"
7G6McUZv40h5PXEzYBq7yV,The Adventures of Pinocchio,7AAhp99Ycjvb5SIKFHoVIl,Lauscher Audiobooks,"{""English""}","{""US""}"
4oh5Me9HpLaHWu4cyTy8cU,Toxic,4Uqfucw3u4jrdZMp5w0JuV,NextLevel Entertainment,"{""English""}","{""US""}"
1m9of7CPLBYPogMZNyIeGj,His Last Bow: The War Service of Sherlock Holmes,7AAhp99Ycjvb5SIKFHoVIl,Ignatius Audiobooks,"{""English""}","{""US""}"
0NTvhLYW3fd1wCJwgtNzLB,Night of the Living Dummy [Classic Goosebumps 1 (Unabridged)],2EhjNnQaBUDsDyd15Tvukh,Scholastic Audio,"{""English""}","{""US""}"
1Dfby8vaybdHD2N7ygT5oV,The Adventure of the Red Circle (Sherlock Holmes),7AAhp99Ycjvb5SIKFHoVIl,Ignatius Audiobooks,"{""English""}","{""US""}"
15TxTUJrAOZ7EeJBwDx5Ks,The Adventures of Huckleberry Finn - Mark Twain,0AGYqur7KNfaJwyzMvIuRz,DBS Audiobooks,"{""English""}","{""US""}"
7jLUuH7b1pHGdOSs8FsGBB,The Scorpio Races (Unabridged),5HQCjB5Ij2yhUo141Ih1s7,Scholastic Audio,"{""English""}","{""US""}"
37r9HEqANxXvmOQkNW4MHr,The Adventure of the Norwood Builder (Sherlock Holmes),7AAhp99Ycjvb5SIKFHoVIl,Ignatius Audiobooks,"{""English""}","{""US""}"
6SIZHvFhzO1M5F73EdISB2,The Werewolf of Fever Swamp [Classic Goosebumps 11 (Unabridged)],2EhjNnQaBUDsDyd15Tvukh,Scholastic Audio,"{""English""}","{""US""}"
1vBQ3HC28wpnYKPSer8kZR,The Adventure of the Dying Detective (Sherlock Holmes),7AAhp99Ycjvb5SIKFHoVIl,Ignatius Audiobooks,"{""English""}","{""US""}"
5ZqpHa7ej98MzWunQecrUR,Hunted [Spirit Animals 2 (Unabridged)],5HQCjB5Ij2yhUo141Ih1s7,Scholastic Audio,"{""English""}","{""US""}"
1AozXnybZvwcWhzlHpbhEQ,The Adventure of Charles Augustus Milverton (Sherlock Holmes),7AAhp99Ycjvb5SIKFHoVIl,Ignatius Audiobooks,"{""English""}","{""US""}"
1tZeyU03iCOWHQNUCX2rBK,Mechanical Procedures,3dwkO7z23scCJppeqHGTy3,Firefly Entertainment,"{""English""}","{""US""}"
6XpE8fW6gaqMhmmaVkIdmZ,Jungle Book - Rudyard Kipling,0AGYqur7KNfaJwyzMvIuRz,DBS Audiobooks,"{""English""}","{""US""}"
1l2GPKfYYASJuu5pUOAhhm,Audio Book,6pQTo2RqeZUyVKImwwAMRP,Tristan True Giallani,"{""English""}","{""US""}"
2HdUhCV3KmjQbVukYpy0JZ,The Adventure of the Abbey Grange (Sherlock Holmes),7AAhp99Ycjvb5SIKFHoVIl,Ignatius Audiobooks,"{""English""}","{""US""}"
3HsVKVkKy4EHaX243XJKXx,Revenge of the Living Dummy [Goosebumps HorrorLand 1 (Unabridged)],2EhjNnQaBUDsDyd15Tvukh,Scholastic Audio,"{""English""}","{""US""}"
63a4avoEz30W2AdcE9E0y4,The Adventure of the Bruce-Partington Plans (Sherlock Holmes),7AAhp99Ycjvb5SIKFHoVIl,Ignatius Audiobooks,"{""English""}","{""US""}"
6sfla6WRnQ4Frek7O4k503,The Adventure of the Six Napoleons (Sherlock Holmes),7AAhp99Ycjvb5SIKFHoVIl,Ignatius Audiobooks,"{""English""}","{""US""}"
3bftBVlgqnN4GI5OBlrWsw,"Mark of the Thief [Mark of the Thief, Book 1 (Unabridged)]",1z62AwMt4AQKg9HoxgGgbV,Scholastic Audio,"{""English""}","{""US""}"
5rtcvEPKbrahcS6gzDyAu7,Paradise Lost,7AAhp99Ycjvb5SIKFHoVIl,Lauscher Audiobooks,"{""English""}","{""US""}"
4gkNQ6jqW9TDeJSPdhsWoP,"Step Closer [Five Nights at Freddys Fazbear Frights, Book 4 (Unabridged)]",2Xjmx8dJU31ME3nQonVgu4,Scholastic Audio,"{""English""}","{""US""}"
2qQ2WhqXq0A8Duorwh4jn8,The Adventure of Wisteria Lodge (Sherlock Holmes),7AAhp99Ycjvb5SIKFHoVIl,Ignatius Audiobooks,"{""English""}","{""US""}"
2FWK9AwgreuSpkeDg56ogF,The Haunted Mask [Classic Goosebumps 4 (Unabridged)],2EhjNnQaBUDsDyd15Tvukh,Scholastic Audio,"{""English""}","{""US""}"
3DxvU50gQmSzjcOaQg4wIP,The Strange Case of Dr Jekyll and Mr Hyde - Robert Louis Stevenson,0AGYqur7KNfaJwyzMvIuRz,DBS Audiobooks,"{""English""}","{""US""}"
29YkSXHnf2cxYU1Re3CDGy,The Holy Bible - Ezekiel (King James Version),75FGFfsOBfmgNBFQmJnPG8,Cosmo Media,"{""English""}","{""US""}"
0QFOKC3CTXo4NnwxaVJDdL,"A King's Ransom [The 39 Clues: Cahills vs. Vespers, Book 2 (Unabridged)]",4lY9Y8O18QzWjilWNqeGBZ,Scholastic Audio,"{""English""}","{""US""}"
12mqAU7PvB3AelDF8EvxaM,Anna Karenina,7AAhp99Ycjvb5SIKFHoVIl,Lauscher Audiobooks,"{""English""}","{""US""}"
63NEi7MbCcGlMM2uVWC9tt,Tristyn’s Book Club: Girl Dad,0LyfQWJT6nXafLPZqxe9Of,UME - Global Clearing House,"{""English""}","{""US""}"
5tW0ffA11rKns2Kg0xkMju,The Adventure of the Three Students (Sherlock Holmes),7AAhp99Ycjvb5SIKFHoVIl,Ignatius Audiobooks,"{""English""}","{""US""}"
